Id;codigo;nome;razao_social;email;telefone;tipo_negocio;grupo_negocio;rua;numero;cep;bairro;complemento;cidade;estado;pais;cnpj;inscricao_estadual;observacao;data_criacao;dia_pagamento;status;data_inativo;atendimentos_agendados;atendimentos_atrasados;atendimentos_finalizados;frequencia_coleta
10004360;;GULOSÃO LANCHES;GULOSÃO LANCHES;;(14) 3231-1953;;Comércio;Rua Engenheiro Xerxes Ribeiro dos Santos;15-133;17033-450;Núcleo Residencial Presidente Geisel;de Quadra 8 ao fim;Bauru;SP;Brasil;;;COMODATO 30/09/2019;01/10/2019;;Inativo;01/09/2023;0;0;44;
10004361;;NOBORU RESTAURANTE;NOBORU RESTAURANTE;;(14) 3234-8981;;Comércio;Rua Bartolomeu de Gusmão;7-39;17017-336;Jardim América;;Bauru;SP;Brasil;;;;01/10/2019;;Ativo;04/10/2023;0;0;84;
10004379;COMODATO 01/10/2019;MARTINELLIS LANCHES;MARTINELLIS LANCHES;;(14) 98141-1677;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Professor Ayrton Busch;2-39;17067-520;Parque Santa Edwiges;até Quadra 10;Bauru;SP;Brasil;;;;02/10/2019;;Inativo;10/09/2023;0;0;31;
10004382;;MC DONALDS NAÇÕES;WEST SIDE COMERCIO DE ALIMENTOS LTDA;;(14) 3234-8091;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Nações Unidas;25-25;17011-105;Jardim Panorama;de Quadra 17 a 35 - lado ímpar;Bauru;SP;Brasil;01047793000167;209216781112;COMODATO 02/10/2019;03/10/2019;;Inativo;13/09/2023;0;0;217;
10004384;;ESPETINHOS DO GUI;ESPETINHOS DO GUI;;14991654888;;Comércio;Rua Virgílio Malta;12-03;17015-220;Centro;de Quadra 6 a Quadra 12;Bauru;SP;Brasil;;;COMODATO 02/10/2019;03/10/2019;;Inativo;06/08/2023;0;0;42;
10004395;;JUNIGHT CLUB;JUNIGHT CLUB;;(17) 99653-5999;Bar / Boteco / Pub;Estabelecimentos Alimentícios;AV. DEONIDO RODRIGUES CASTANHEIRA;1837;15890-000;;;Uchoa;SP;Brasil;;;;04/10/2019;;Ativo;22/10/2023;0;0;41;
10004396;;RANCHO DA LARANJA;RANCHO DA LARANJA;;17997435084;;Comércio;ROD. MARIO PEDROSA;0;14990000;;;Irapuã;SP;Brasil;;;;04/10/2019;;Inativo;05/01/2020;0;0;2;
10004397;;QUIOSQUE SOSSEGO;QUIOSQUE SOSSEGO;;(18) 99638-2436;;Comércio;ELIZER MONTE NEGRO;S/N;16080-603;Parque Industrial de Grandes Resíduos;do km 47,863 ao km 48,600;Araçatuba;SP;Brasil;;;COMODATO 02/10/2019;04/10/2019;;Inativo;04/08/2023;0;0;5;
10004470;COMODATO 03/10/2019, 08/10/2019 E 30/10/2020;SJT SÃO JUDAS TADEU LOJA 7;SJT SÃO JUDAS TADEU LOJA 7;;(18) 3302-2900;Mercado;Comércio;Rua Marechal Rondon;111;19802-470;Vila Brasileira;;Assis;SP;Brasil;57546715000757;189089415114;;08/10/2019;;Ativo;20/09/2023;0;0;116;
10004471;COMODATO 04/10/2019 E 06/11/2019;VILLA 417;VILLA 417;;(14) 99656-3336;Restaurante;Estabelecimentos Alimentícios;Avenida Irmã Selaris;S417;17280-000;;;Pederneiras;SP;Brasil;;;;08/10/2019;;Ativo;14/01/2024;0;0;40;
10004486;;NEOVIA NUTRIÇÃO E SAÚDE ANIMAL LTDA;NEOVIA NUTRIÇÃO E SAÚDE ANIMAL LTDA;rpalarmino@br.neovia-group.com;(19) 3583-9100;Refeitório;Indústrias;RUA JOAO AUGUSTO CIRELLI;274;13690-000;TAMANDUA;;Descalvado;SP;Brasil;18631739002968;;;08/10/2019;;Inativo;27/01/2023;0;0;19;
10004487;;ROYAL CANIN DO BRASIL INDÚSTRIA E COMÉRCIO LTDA;ROYAL CANIN DO BRASIL INDÚSTRIA E COMÉRCIO LTDA;hugo.silia@royalcanin.com;(19) 35839-0000;;Comércio;RUA JOAO AUGUSTO CIRELLI;210;13690-000;;;Descalvado;SP;Brasil;62527619000106;285014573113;;08/10/2019;;Ativo;03/12/2023;0;0;20;
10004490;COMODATO 15/10/2019 E 13/08/2021;MC DONALDS GETÚLIO;BAD COMERCIO DE ALIMENTOS LTDA;;(14) 3214-3361;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Getúlio Vargas;26-55;17018711;Vila Aviação;;Bauru;SP;Brasil;21294667000114;209562402119;;09/10/2019;;Ativo;18/09/2023;0;0;340;
10004491;COMODATO 07/10/2019;PASTELARIA MANÁ;PASTELARIA MANÁ;;(14) 99183-8281;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Sidinei Borro;1-03;17033-790;Conjunto Habitacional Darcy César Improta;;Bauru;SP;Brasil;;;;09/10/2019;;Deletado;02/07/2021;0;0;15;
10004510;COMODATO 15/01/2020;CHURRASCARIA BORSATO GRILL;CHURRASCARIA BORSATO GRILL;;(14) 3245-5570;Restaurante;Estabelecimentos Alimentícios;ROD. COMANDANTE JOÃO RIBEIRO DE BARROS;KM 225;17035-500;;PRÓXIMO AO VALE DO IGAPÓ;Bauru;SP;Brasil;;;;11/10/2019;;Ativo;02/10/2023;0;0;77;
10004532;;*SPILTAG (NUTRI SAÚDE);SPILTAG (NUTRI SAÚDE);silvia.neves@nutrisaude.com.br;(14) 3408-1100;;;Rua Carlos Tosin;1083;17512-120;Distrito Industrial;;Marília;SP;Brasil;28468289000197;;;14/10/2019;;Inativo;15/02/2023;0;0;45;
10004539;tem contrato;ASSUA TERRAZE  ( RECICLAGEM );ASSUA TERRAZE  ( RECICLAGEM );MILTON@ASSUA.COM.BR;(14) 99194-4617;Outros serviços de Construção;Construção Civil;Avenida Nossa Senhora de Fátima;60;17016-160;Jardim Estoril IV;até Quadra 16;Bauru;SP;Brasil;;;;14/10/2019;;Inativo;03/05/2023;0;0;37;
10004542;;GENESEAS AQUACULTURA LTDA;;jane.ventorim@geneseas.com.br;(31) 98367-6363;;;RODOVIA APARECIDA DO TABOADO 1;S/N;79570-000;ZONA RURAL;;Aparecida do Taboado;MS;Brasil;04459073000369;;;15/10/2019;;Inativo;29/04/2021;0;0;37;
10004543;COMODATO 14/10/2019 - 30/08/2022;EDIFICIO INFINITY;EDIFICIO INFINITY;;(14) 99701-1664;Residência;Domiciliar;Rua Nicanor Del Masso;2-65;17047-320;Jardim Contorno;;Bauru;SP;Brasil;;;;15/10/2019;;Ativo;29/09/2023;0;0;32;
10004546;1;MC DONALDS GETULIO ( RECICLAGEM );MC DONALDS GETULIO ( RECICLAGEM );marcia@mcdbauru.com.br;(14) 3227-2004;Cozinha Internacional;Estabelecimentos Alimentícios;Avenida Getúlio Vargas;26-25;17018-711;Vila Aviação;de Quadra 23 a Quadra 25;Bauru;SP;Brasil;21294667000114;209402119;Quando for fazer a coleta dar preferência para ir antes das 10h;15/10/2019;;Inativo;08/09/2023;0;0;612;
10004563;COMODATO 17/10/2019;CONDOMÍNIO ÁGUA DA GRAMA;CONDOMÍNIO ÁGUA DA GRAMA;;(14) 99715-6170;Residência;Domiciliar;Rua Irene Pregnolato Pinto Nogueira;3-33;17065-211;Jardim Nova Esperança;;Bauru;SP;Brasil;;;;16/10/2019;;Ativo;30/10/2023;0;0;24;
10004569;tem contrato;OBRA DINAMICA ( RECICLAGEM );OBRA DINAMICA ( RECICLAGEM );;;Outros serviços de Construção;Construção Civil;Rua Wilson Pedro Speridião;2-70;17055-812;Quinta Ranieri;;Bauru;SP;Brasil;03410670001146;;OBRA EM FRENTE A FACULDADE FIB ( COLETA A CADA 15 DIAS );17/10/2019;;Inativo;08/06/2021;0;0;41;
10004572;tem contrato;ASSUA PREVILEGE  ( RECICLAGEM );ASSUA PREVILEGE  ( RECICLAGEM );;;Outros serviços de Construção;Construção Civil;Rua Luso-Brasileira;4-44;17016-230;Jardim Estoril IV;;Bauru;SP;Brasil;53009403000168;;A CADA 15 DIAS;17/10/2019;;Inativo;29/04/2023;0;0;51;
10004583;;BAR DO NEGUINHO;BAR DO NEGUINHO;;17992409723;;Comércio;Rua 4 C 27;179;14780-717;São Jorge;(numeração com zero à esquerda);Barretos;SP;Brasil;;;ficha 17/10/2019;18/10/2019;;Ativo;26/09/2023;0;0;56;
10004590;;SABOR BRASILEIRO;SABOR BRASILEIRO;;(16) 3397-0900;;Comércio;Avenida Luiz Alberto;1608;14802-620;Vila Harmonia;de 1081/1082 ao fim;Araraquara;SP;Brasil;;;COMODATO 16/10/2019 28/09/2017;18/10/2019;;Inativo;14/06/2022;0;0;9;
10004604;;EDIFÍCIO PORTO BELLO;EDIFÍCIO PORTO BELLO;;(14) 99734-4644;Residência;Domiciliar;Rua da Constituição;3-42;17015-430;Centro;até Quadra 4;Bauru;SP;Brasil;;;comodato 06/20/2016;21/10/2019;;Ativo;29/03/2024;0;0;13;
10004606;;OBRA BRANZI ( MRV ) ( RECICLAGEM );OBRA BRANZI ( MRV ) ( RECICLAGEM );;;Outros serviços de Construção;Construção Civil;RUA JOSÉ GONZALEZ;3-55;;JARDIM MARIA CELIA;;Bauru;SP;Brasil;;;;21/10/2019;;Deletado;19/12/2019;0;0;7;
10004619;;FUNDAÇÃO CASA 1;FUNDAÇÃO CASA 1;;;;Prestação de Serviços;Avenida Lúcio Luciano;1-20;17031640;Parque Bauru;até Quadra 5 - lado ímpar;Bauru;SP;Brasil;;;;22/10/2019;;Ativo;22/03/2024;0;0;10;
10004629;;DONA LEITOA VILLAGGIO;DONA LEITOA VILLAGGIO;;(14) 98205-6091;;Comércio;Avenida Affonso José Aiello;14-65;17018-786;Residencial Villaggio II;;Bauru;SP;Brasil;;;COMODATO 22/10/2019, 11/11/2019;23/10/2019;;Deletado;20/07/2020;0;0;30;
10004633;;ESTANCIA GRILL PRIME ( RECICLAGEM );ESTANCIA GRILL PRIME ( RECICLAGEM );;;Restaurante;Estabelecimentos Alimentícios;Avenida Getúlio Vargas;11-10;17017339;Jardim América;de Quadra 9 a Quadra 16;Bauru;SP;Brasil;;;;23/10/2019;;Inativo;01/01/2023;0;0;18;
10004668;COMODATO 05/12/2019;ALBERGUE NOTURNO DE BAURU;ALBERGUE NOTURNO DE BAURU;;(14) 3222-4881;Outras Prestações de Serviços;Prestação de Serviços;Rua Inconfidência;7-18;17020-200;Vila Vergueiro;de Quadra 6 ao fim;Bauru;SP;Brasil;;;;23/10/2019;;Ativo;20/10/2023;0;0;42;
10004725;;RECICLAGEM DO LUIZ;RECICLAGEM DO LUIZ;;(14) 99655-3455;;Comércio;Rua Mário Ribeiro da Silva;1-87;17053-040;Parque das Nações;;Bauru;SP;Brasil;;;;25/10/2019;;Deletado;12/11/2019;0;0;2;
10004792;;GRILETTO BAURU SHOPPING;GRILETTO BAURU SHOPPING;;14991945669;;Comércio;Rua Henrique Savi;55;17012-205;Vila Nova Cidade Universitária;Lj A-219/2;Bauru;SP;Brasil;;;COMODATO 25/10/2019;28/10/2019;;Ativo;15/09/2023;0;0;177;
10004795;;ECOBARRA (COOPERATIVA DOS CATADORES DE BARRA BONITA);ECOBARRA (COOPERATIVA DOS CATADORES DE BARRA BONITA);;(14) 3641-7709;;Comércio;Rua Avelino Bressanin;S/N;17345514;Sonho Nosso IV;;Barra Bonita;SP;Brasil;;;;28/10/2019;;Inativo;19/11/2022;0;0;30;
10004796;COMODATO 25/10/2019;HOSPITAL PSIQUIÁTRICO ESPÍRITA CAIBAR SCHUTEL;HOSPITAL PSIQUIÁTRICO ESPÍRITA CAIBAR SCHUTEL;;16997423870;;Comércio;Avenida Caibar Schutel;454;14808-362;Jardim Arco-Íris;;Araraquara;SP;Brasil;;;;28/10/2019;;Inativo;11/06/2022;0;0;6;
10004798;;MARMITARIA VÓ LAÍS;MARMITARIA VÓ LAÍS;;(14) 3204-2222;;Comércio;Rua Bela Vista;10-57;17060-140;Vila Camargo;;Bauru;SP;Brasil;;;ficha 23/10/2019;28/10/2019;;Deletado;18/05/2021;0;0;8;
10004897;COMODATO 31/10/2019;RESTAURANTE MANEIRÍSSIMO 3;RESTAURANTE MANEIRÍSSIMO 3;;(14) 3243-6263;Restaurante;Estabelecimentos Alimentícios;Rua Christiano Pagani;4-44;17047-144;Jardim Auri Verde;;Bauru;SP;Brasil;;;;30/10/2019;;Ativo;17/10/2023;0;0;51;
10004902;;SECRETÁRIA DA FAZENDA ( RECICLAGEM );SECRETÁRIA DA FAZENDA ( RECICLAGEM );;1432055702;Outras Prestações de Serviços;Prestação de Serviços;Rua Afonso Pena;4-50;17060-250;Jardim Bela Vista;;Bauru;SP;Brasil;;;EM OBSERVAÇÃO ESSE CLIENTE!;30/10/2019;;Ativo;18/09/2023;0;0;87;
10004920;;SUPERMERCADO MODELO;SUPERMERCADO MODELO;;(14) 3203-4541;;Comércio;Rua Jorge Schneyder Filho;6-180;17031-659;Parque Bauru;de Quadra 10 ao fim;Bauru;SP;Brasil;;;ficha 31/10/2019;31/10/2019;;Deletado;;0;0;1;
10004921;COMODATO 30/10/2019;CENTER CARNES CESINHA;CENTER CARNES CESINHA;;(14) 99602-4089;Açougues;Comércio;Avenida Elias Miguel Maluf;3-49;17051-420;Vila Industrial;de Quadra 2 a Quadra 9;Bauru;SP;Brasil;;;;31/10/2019;;Inativo;17/08/2023;0;0;88;
10004942;;SHIMAI SUSHI;SHIMAI SUSHI;;(14) 99755-1177;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Manoel Bento da Cruz;13-59;17015-172;Centro;;Bauru;SP;Brasil;;;COMODATO 11/10/2019;01/11/2019;;Inativo;10/09/2023;0;0;28;
10005027;tem contrato;BILD MIRAH ( RECICLAGEM );BILD MIRAH ( RECICLAGEM );;;Outros serviços de Construção;Construção Civil;Rua Pedro Antônio Ruiz;QUADRA73 L;17018-370;Vila Aviação;;Bauru;SP;Brasil;30041140000179;;;04/11/2019;;Inativo;16/11/2022;0;0;134;
10005036;;CASA DA ESFIHA SCRP;CASA DA ESFIHA SCRP;;(14) 3372-2915;;Comércio;R. MAL BITENCOURT;769;18900-000;CENTRO;;Santa Cruz do Rio Pardo;SP;Brasil;;;;05/11/2019;;Deletado;29/04/2020;0;0;7;
10005037;;SR. PERES ( RECICLAGEM );SR. PERIS ( RECICLAGEM );;;;;Rua Joaquim Pelegrina Lopes;23;17064-851;Distrito Industrial Claudio Guedes Misquiati;;Bauru;SP;Brasil;;;AO LADO DA MEZZANI ( NÃO PAGA ) COLETA AS VEZES.;05/11/2019;;Inativo;14/03/2022;0;0;26;
10005039;COMODATO 04/11/2019;DELÍCIAS DA FAMÍLIA;DELÍCIAS DA FAMÍLIA;;(16) 3336-5906;Restaurante;Estabelecimentos Alimentícios;Rua São Bento;1186;14801-300;Centro;até 2349/2350;Araraquara;SP;Brasil;;;;05/11/2019;;Inativo;09/12/2022;0;0;24;
10005069;;BENDITO TRIGO PADARIA;BENDITO TRIGO PADARIA;;(14) 3243-0509;;Comércio;Rua Campos Salles;9-4;17050-000;Vila Falcão;;Bauru;SP;Brasil;;;COMODATO 06/11/2019;06/11/2019;;Ativo;21/09/2023;0;0;39;
10005075;;HOTEL IBIS SÃO CARLOS;HOTEL IBIS SÃO CARLOS;;(16) 3368-7070;;Comércio;Avenida Getúlio Vargas;1250;13570-390;Vila Lutfalla;até 1900 - lado par;São Carlos;SP;Brasil;;;COMODATO 13/11/2019;07/11/2019;;Inativo;19/10/2022;0;0;66;
10005076;;LA COCINA;LA COCINA;;(14) 99193-9132;;Comércio;Rua Doutor Annis Dabus;1-74;17012-320;Vila Guedes de Azevedo;;Bauru;SP;Brasil;;;COMODATO 17/12/2019;07/11/2019;;Deletado;03/06/2021;0;0;19;
10005078;COMODATO 04/11/2019 E 23/10/2020;REI DO PALADAR;REI DO PALADAR;;(14) 98809-7457;;Comércio;PRAÇA DAS ROSAS;S/N;17180-000;;TRAILLER;Iacanga;SP;Brasil;;;;07/11/2019;;Inativo;08/07/2023;0;0;29;
10005079;;COZINHA INDUSTRIAL LENÇÓIS PAULISTA;COZINHA INDUSTRIAL LENÇÓIS PAULISTA;;(27) 99832-0152;;Comércio;Rua Pedro Natálio Lorenzetti;95;18680-110;Centro;BOX 6, 7, 8 E 9;Lençóis Paulista;SP;Brasil;;;COMODATO 31/10/2019;07/11/2019;;Deletado;09/11/2020;0;0;5;
10005085;tem contrato;OBRA THROPOS FRANZOLIN ( RECICLAGEM );OBRA THROPOS FRANZOLIN ( RECICLAGEM );;;;;Rua Antônio Alves;31-73;17012-431;Vila Aeroporto Bauru;de Quadra 28 ao fim;Bauru;SP;Brasil;;;;08/11/2019;;Inativo;10/07/2023;0;0;137;
10005097;;NOTORIOS BURGER;NOTORIOS BURGER;;(14) 98199-7953;;Comércio;Rua Campos Salles;5-36;17050-000;Vila Falcão;;Bauru;SP;Brasil;;;ficha 08/11/2019;08/11/2019;;Deletado;27/09/2020;0;0;5;
10005120;COMODATO 13/11/2019;MONTE SERRAT RESTAURANTE;MONTE SERRAT RESTAURANTE;;(14) 3879-3889;Restaurante;Estabelecimentos Alimentícios;Avenida Getúlio Vargas;5-77;17017-000;Vila Guedes de Azevedo;até Quadra 8;Bauru;SP;Brasil;;;;12/11/2019;;Deletado;30/06/2022;0;0;51;
10005121;COMODATO 09/05/2022;JET CAFÉ (UNESP);JET CAFÉ (UNESP);;(14) 99606-6564;Outras Prestações de Serviços;Prestação de Serviços;Avenida Engenheiro Luiz Edmundo Carrijo Coube;14-01;17033-360;Núcleo Residencial Presidente Geisel;CANTINA DA FEB (PORTARIA 2);Bauru;SP;Brasil;;;ficha 12/11/2019;12/11/2019;;Ativo;28/09/2023;0;0;40;
10005129;COMODATO 12/11/2019;CASARÃO DA PICANHA;CASARÃO DA PICANHA;;(14) 3227-8569;Restaurante;Estabelecimentos Alimentícios;Rua Henrique Savi;11-07;17012-205;Vila Nova Cidade Universitária;;Bauru;SP;Brasil;29246882000151;;;13/11/2019;;Inativo;13/09/2023;0;0;259;
10005130;COMODATO 12/11/2019;MONTANA GRILL BAURU SHOPPING;MONTANA GRILL BAURU SHOPPING;;(14) 3245-8000;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Henrique Savi;15-55;17011-900;Vila Cidade Universitária;55 Quadra 15;Bauru;SP;Brasil;;;;13/11/2019;;Ativo;15/09/2023;0;0;184;
10005133;COMODATO 12/11/2019;RESTAURANTE TADANOS 2;RESTAURANTE TADANOS 2;;(14) 3236-4100;Restaurante;Estabelecimentos Alimentícios;Avenida Castelo Branco;3-76;17052-000;Vila Independência;até Quadra 10;Bauru;SP;Brasil;;;;13/11/2019;;Inativo;30/08/2023;0;0;74;
10005141;COMODATO 27/06/2015 E 11/11/2019;COCAM (SAPORE);COCAM (SAPORE);CR3043@SAPORE.COM.BR;(17) 3531-5522;Outras Indústrias;Indústrias;Rua Maranhão;10;15800-020;Centro;;Catanduva;SP;Brasil;67945071000138;;;13/11/2019;;Inativo;18/08/2023;0;0;10;
10005143;;MARMITARIA CHEIRO VERDE;MARMITARIA CHEIRO VERDE;;(14) 3281-3081;;Comércio;Rua Yoshimatsu Takamoto;1-125;17033-510;Núcleo Residencial Presidente Geisel;;Bauru;SP;Brasil;;;COMODATO 13/11/2019;13/11/2019;;Ativo;23/04/2024;0;0;10;
10005147;;ROASTED POTATO BAURU SHOPPING;ROASTED POTATO BAURU SHOPPING;;(14) 3214-4798;;Comércio;Rua Henrique Savi;15-55;17012-205;Vila Nova Cidade Universitária;;Bauru;SP;Brasil;;;;13/11/2019;;Deletado;16/07/2021;0;0;67;
10005148;;BAR DO NE;BAR DO NE;;14998295403;;Comércio;RUA CORONEL VIRGILIO ROCHA;10136;17290000;;;Macatuba;SP;Brasil;;;;13/11/2019;;Inativo;22/10/2022;0;0;38;
10005149;;JIN JIN BAURU SHOPPING;JIN JIN BAURU SHOPPING;;(14) 3204-0700;;Comércio;Rua Henrique Savi;15-55;17011-900;Vila Cidade Universitária;55 Quadra 15;Bauru;SP;Brasil;;;;13/11/2019;;Deletado;07/04/2021;0;0;56;
10005150;COMODATO 12/11/2019;PARMEGRILL BAURU SHOPPING;PARMEGRILL BAURU SHOPPING;;(14) 3204-0222;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Henrique Savi;15-55;17012-205;Vila Nova Cidade Universitária;;Bauru;SP;Brasil;;;;13/11/2019;;Deletado;03/06/2021;0;0;74;
10005151;COMODATO 14/11/2019;PARMEGRILL BOULEVARD SHOPPING;PARMEGRILL BOULEVARD SHOPPING;;(14) 98881-6399;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua marcondes salgado;11-39;17013-113;chacara das flores;;Bauru;SP;Brasil;;;;13/11/2019;;Deletado;11/06/2021;0;0;50;
10005159;;BIGUA DISTRIBUIDORA ( RECICLAGEM );BIGUA DISTRIBUIDORA ( RECICLAGEM );;(14) 2109-7900;;Comércio;Rua Felicíssimo Antônio Pereira;6-40;17054-000;Vila São Francisco;até Quadra 11;Bauru;SP;Brasil;;;;14/11/2019;;Deletado;;0;0;1;
10005160;;ZÉ COLMEIA SALGADOS;ZÉ COLMEIA SALGADOS;;17991697214;;Comércio;Avenida Mato Grosso;543;14780735;Bela Vista;;Barretos;SP;Brasil;;;;14/11/2019;;Ativo;16/10/2023;0;0;70;
10005193;;BAR DO FERNANDINHO;BAR DO FERNANDINHO;;(14) 99601-2025;;Comércio;Alameda das Tulipas;3-81;17020-390;Vila Gimenes;;Bauru;SP;Brasil;;;COMODATO 18/11/2019 E 04/06/2020;18/11/2019;;Deletado;09/10/2020;0;0;7;
10005199;COMODATO 14/11/2019;*AMARELINHA BOSQUE;AMARELINHA SUPERMERCADOS;;(16) 3382-1152;Supermercado;Comércio;Rua Acre;123;15997-129;Jardim do Bosque;;Matão;SP;Brasil;05149841001584;;;18/11/2019;;Ativo;13/10/2023;0;0;84;
10005200;COMODATO 14/11/2019;*AMARELINHA AEROPORTO;REDE AMARELINHA SUPERMERCADOS;;(16) 3382-6822;Supermercado;Comércio;Avenida Trolesi;3400;15990-540;Jardim Buscardi;de 2502 a 3698 - lado par;Matão;SP;Brasil;05149841001665;;;18/11/2019;;Ativo;30/09/2023;0;0;90;
10005201;COMODATO 14/11/2019;*AMARELINHA SÃO LOURENÇO;REDE AMARELINHA SUPERMERCADOS;andre.penariol@palomax.com.br;(16) 3384-8344;Supermercado;Comércio;Rua São Lourenço;395;15990-200;Centro;;Matão;SP;Brasil;05149841001746;;;18/11/2019;;Ativo;09/10/2023;0;0;92;
10005202;COMODATO 14/11/2019 E 27/05/2020;*AMARELINHA CENTRO;REDE AMARELINHA SUPERMERCADOS;;(16) 3382-3177;Supermercado;Comércio;Avenida Siqueira Campos;469;15990-640;Nova Matão;até 799/800;Matão;SP;Brasil;05149841001827;;;18/11/2019;;Ativo;30/09/2023;0;0;95;
10005203;COMODATO 14/11/2019 E 20/03/2020;*AMARELINHA VAZ FILHO;REDE AMARELINHA SUPERMERCADOS;;(16) 3337-1942;Supermercado;Comércio;Avenida Francisco Vaz Filho;2874;14811-218;Jardim América (Vila Xavier);de 1830 a 2898 - lado par;Araraquara;SP;Brasil;05149841001908;;;18/11/2019;;Ativo;24/09/2023;0;0;134;
10005215;;GRILETTO BOULEVARD SHOPPING;MOURA FAST FOOD LTDA;;(14) 99109-7341;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua General Marcondes Salgado;11-39;17013-113;Chácara das Flores;de Quadra 7 a Quadra 12;Bauru;SP;Brasil;16849049000153;;;19/11/2019;;Ativo;15/09/2023;0;0;174;
10005230;COMODATO 13/04/2021;DOM KARAMELLO;DOM KARAMELLO;;(14) 99611-3418;Cafeteria / Confeitaria;Estabelecimentos Alimentícios;Avenida Pinheiro Machado;16-25;17065-123;Fundação Casas Populares Salvador Filardi;de Quadra 16 ao fim;Bauru;SP;Brasil;;;ANTIGA PANIFICADORA E CONFEITARIA VILELA;21/11/2019;;Ativo;11/10/2023;0;0;31;
10005242;;PAPATUDO DO GORDÃO;PAPATUDO DO GORDÃO;;(14) 3245-6798;;Comércio;Avenida Pinheiro Machado;14-82;17065-123;Fundação Casas Populares Salvador Filardi;de Quadra 16 ao fim;Bauru;SP;Brasil;;;COMODATO E FICHA  21/11/2019;22/11/2019;;Inativo;10/09/2023;0;0;53;
10005276;COMODATO 21/02/2020;NOSSO QUINTAL RESTAURANTE;NOSSO QUINTAL RESTAURANTE;;(11) 98284-0192;Restaurante;Estabelecimentos Alimentícios;Rua Guilherme de Almeida;5-59;17012-500;Vila Cidade Universitária;;Bauru;SP;Brasil;;;;25/11/2019;;Ativo;03/10/2023;0;0;28;
10005290;;DOM APETITE RESTAURANTE;DOM APETITE RESTAURANTE;;18996618202;;Comércio;Avenida Rui Barbosa;2158;19815001;Jardim Paulista;de 1932 ao fim - lado par;Assis;SP;Brasil;;;;26/11/2019;;Ativo;08/10/2023;0;0;59;
10005296;;CARLOS (MARÍLIA);CARLOS (MARÍLIA);;(11) 98694-4156;;Comércio;Avenida Washington Luiz;1318;17511-190;Núcleo Habitacional Castelo Branco;de 692/693 ao fim;Marília;SP;Brasil;;;;26/11/2019;;Deletado;26/10/2021;0;0;11;
10005325;;ADEGA SUCO DE UVA;ADEGA SUCO DE UVA;;;;Comércio;Rua Comendador Pedro Morganti;1335;14800200;Jardim do Carmo;até 778/779;Araraquara;SP;Brasil;;;;27/11/2019;;Ativo;10/02/2024;0;0;26;
10005331;;TICOS BURGER HAMBURGUERIA SHOPPING PRAÇA NOVA;TICOS BURGER HAMBURGUERIA;;1836341707;;Comércio;Avenida Carlos Pereira da Silva;6000;16026035;Guanabara;de 4671/4672 ao fim;Araçatuba;SP;Brasil;;;;28/11/2019;;Deletado;;0;0;1;
10005344;;AUSTIN STEAK & BEER;AUSTIN STEAK & BEER;;(14) 3436-1909;;Comércio;Rua Líbero Badaró;610;18683-090;Jardim Morumbi;;Lençóis Paulista;SP;Brasil;;;COMODATO 28/11/2019;29/11/2019;;Deletado;20/02/2022;0;0;54;
10005365;;BAR BOTEQUIM HERCULANO;BAR BOTEQUIM HERCULANO;;(16) 3242-2770;;Comércio;Rua Herculano do Livramento;158;15910-000;CENTRO;;Monte Alto;SP;Brasil;;;COMODATO 29/11/2019;02/12/2019;;Inativo;28/11/2022;0;0;19;
10005371;;RECICLANDO O PLANETA AMBIENTAL;;reciclandooplaneta3l@gmail.com;(67) 99227-1108;;;RUA ANTONIO ESTEVEN LEAL;2510;;JD NOVO AEROPORTO;;TRES LAGOAS;MS;Brasil;28097815000150;;4.500KG 1,70 - menos 1,60;02/12/2019;;Coletado 1 vez;;0;0;1;
10005490;COMODATO 08/06/2020;PADARIA DONA LÊ (ARARUNA);PADARIA DONA LÊ (ARARUNA);;(14) 3204-7419;Padaria;Estabelecimentos Alimentícios;Rua Coronel Antônio de Ávila Rebouças;7-10;17024-660;Jardim Flórida;;Bauru;SP;Brasil;;;;11/12/2019;;Inativo;17/03/2023;0;0;38;
10005496;;BOLOTAS HAMBURGUERIA;BOLOTAS HAMBURGUERIA;;(18) 99601-1436;;Comércio;Rua São José;470;16200-103;Centro;;Birigüi;SP;Brasil;;;;11/12/2019;;Deletado;21/08/2022;0;0;56;
10005497;COMODATO 05/12/2018;MAZONINHO LANCHES;MAZONINHO LANCHES;;14996095434;Lanchonete / Fast-food;Estabelecimentos Alimentícios;RUA SETE DE SETEMBRO;157;16500-000;;;Cafelândia;SP;Brasil;;;;11/12/2019;;Inativo;06/07/2023;0;0;30;
